emp_no,first_name,last_name,title,from_date,to_date
445039,Manu,Stemann,Senior Staff,1985-11-03,9999-01-01
445050,Yongmin,Condotta,Senior Staff,2001-01-09,9999-01-01
445076,Limsoon,Holburn,Senior Staff,1996-10-12,9999-01-01
445077,Parke,Marquardt,Senior Staff,1993-11-14,9999-01-01
445127,Eran,Toyoshima,Technique Leader,1998-06-28,9999-01-01
445132,Yinlin,Bisiani,Senior Engineer,1993-04-15,9999-01-01
445139,Yahiko,Oskamp,Senior Staff,1990-09-01,9999-01-01
445141,Vishv,Kinley,Senior Engineer,1998-08-08,9999-01-01
445171,Maren,Compeau,Technique Leader,1996-06-24,9999-01-01
445179,Yoshimitsu,Sidhu,Senior Staff,2001-09-13,9999-01-01
445182,Subhankar,Kitai,Senior Staff,1995-08-26,9999-01-01
445202,Gudjon,Sanella,Senior Engineer,1994-01-11,9999-01-01
445208,Chrisa,Karnin,Senior Engineer,2002-01-27,9999-01-01
445218,Gino,Decaestecker,Staff,1999-05-30,9999-01-01
445228,Yucel,Pietracaprina,Staff,1999-09-05,9999-01-01
445253,Paloma,Wolniewicz,Senior Engineer,1998-01-08,9999-01-01
445279,Zeydy,Bultermann,Senior Staff,1998-03-25,9999-01-01
445304,Francoise,Polupanov,Senior Staff,1994-10-19,9999-01-01
445321,Zeljko,Katalagarianos,Technique Leader,1995-12-08,9999-01-01
445327,Pramod,Attimonelli,Senior Engineer,1995-12-26,9999-01-01
445330,Lijie,Mitina,Staff,1999-04-02,9999-01-01
445357,Chaosheng,Dredge,Senior Staff,1993-03-27,9999-01-01
445366,Raimond,Panienski,Senior Staff,1991-03-03,9999-01-01
445370,Leaf,Shinomoto,Senior Engineer,1991-01-24,9999-01-01
445371,Phillip,Tempesti,Technique Leader,1988-01-06,9999-01-01
445381,Heekeun,Solovay,Senior Staff,1994-11-25,9999-01-01
445383,Wojceich,Hitomi,Technique Leader,1999-07-11,9999-01-01
445394,Danel,Peek,Engineer,1999-02-20,9999-01-01
445397,Stein,Servi,Senior Engineer,2001-08-27,9999-01-01
445411,Sven,Radhakrishnan,Engineer,1998-04-20,9999-01-01
445414,Subhankar,Teitelbaum,Senior Staff,1997-08-23,9999-01-01
445438,Zhilian,Eldridge,Senior Engineer,1997-04-25,9999-01-01
445463,Gopalakrishnan,Perna,Senior Staff,1996-04-25,9999-01-01
445493,Arvind,Ramsey,Senior Engineer,1992-01-12,9999-01-01
445494,Etsuo,Stifter,Senior Staff,1995-01-15,9999-01-01
445505,Vugranam,Khalid,Senior Staff,1992-11-07,9999-01-01
445508,Moty,Lowrie,Senior Staff,1997-06-20,9999-01-01
445529,Surveyors,Salinas,Senior Staff,2002-01-28,9999-01-01
445553,Mayuri,Imataki,Staff,1999-03-28,9999-01-01
445556,Badri,Schaar,Senior Staff,2001-06-01,9999-01-01
445576,Berthier,Narlikar,Senior Engineer,2000-10-19,9999-01-01
445580,Mori,Lung,Senior Staff,1991-03-27,9999-01-01
445651,Marla,Flexer,Senior Engineer,1997-03-04,9999-01-01
445654,Shietung,Hertweck,Staff,1997-03-15,9999-01-01
445656,Freyja,Ranka,Senior Engineer,1997-11-08,9999-01-01
445669,Kazuhito,Callaway,Senior Staff,2000-07-03,9999-01-01
445689,Naraig,Shihab,Senior Engineer,1986-11-02,9999-01-01
445701,Luigi,Naumovich,Senior Staff,1995-04-13,9999-01-01
445703,Badri,Murtha,Senior Staff,1995-11-13,9999-01-01
445706,Goh,Jayawardene,Senior Engineer,1995-01-07,9999-01-01
445713,Kamakshi,Henders,Engineer,1999-04-29,9999-01-01
445769,Theirry,Aingworth,Senior Engineer,1997-02-08,9999-01-01
445772,Tuval,Oehlmann,Senior Engineer,1992-03-04,9999-01-01
445787,Conrado,Cannard,Senior Engineer,1990-08-02,9999-01-01
445790,Visit,Luon,Senior Engineer,1994-02-23,9999-01-01
445817,Sham,Peha,Staff,1998-01-11,9999-01-01
445829,Itzchak,Perl,Senior Staff,1994-03-28,9999-01-01
445877,Adib,Worfolk,Senior Staff,2001-09-12,9999-01-01
445889,Christophe,Standera,Senior Engineer,1986-05-15,9999-01-01
445902,Ziyad,Dulli,Senior Engineer,1997-05-01,9999-01-01
445934,Beshir,Casperson,Staff,1998-12-07,9999-01-01
445964,Alagu,Kaelbling,Technique Leader,1994-07-27,9999-01-01
445985,Van,Ginesta,Senior Engineer,1995-08-04,9999-01-01
445997,Weiyi,Spataro,Senior Engineer,1994-02-17,9999-01-01
446025,Gil,Walstra,Staff,1996-03-10,9999-01-01
446034,Gad,Ertl,Senior Engineer,1999-03-03,9999-01-01
446068,Nahum,Muniz,Technique Leader,1999-03-21,9999-01-01
446088,Nevin,Verspoor,Senior Engineer,1996-07-05,9999-01-01
446112,Kazuhide,Liesche,Technique Leader,1998-04-19,9999-01-01
446122,Yifei,Vieth,Engineer,2000-01-11,9999-01-01
446123,Chirstian,Velasco,Senior Engineer,2000-06-17,9999-01-01
446125,Huican,Setia,Senior Staff,1995-09-29,9999-01-01
446132,Vivian,Crabtree,Senior Engineer,2001-10-14,9999-01-01
446150,Huan,Bugrara,Staff,1998-07-20,9999-01-01
446153,Niteen,Unno,Engineer,1999-07-22,9999-01-01
446160,Huei,Broder,Senior Engineer,1999-09-04,9999-01-01
446198,Gita,Sinitsyn,Engineer,1999-03-19,9999-01-01
446217,Visit,Genther,Senior Staff,1993-05-27,9999-01-01
446241,Oscar,Schrooten,Senior Engineer,1993-08-04,9999-01-01
446254,Arve,Luit,Senior Staff,1999-08-30,9999-01-01
446284,DAIDA,Ramsak,Engineer,2000-07-09,9999-01-01
446326,Basem,Peak,Engineer,1997-06-05,9999-01-01
446376,Duangkaew,DeMori,Senior Staff,1999-11-30,9999-01-01
446380,Fumiyo,Egerstedt,Staff,1998-11-05,9999-01-01
446391,Kauko,Camarinopoulos,Senior Engineer,1990-07-16,9999-01-01
446392,Licheng,Bernardinello,Senior Engineer,1998-10-11,9999-01-01
446439,Marko,Kuszyk,Senior Engineer,1993-06-17,9999-01-01
446453,Miomir,Salvesen,Senior Staff,1998-11-03,9999-01-01
446484,Flemming,Buescher,Senior Staff,1998-07-09,9999-01-01
446497,Kyoichi,Bahi,Senior Staff,2002-04-23,9999-01-01
446516,Kristin,Schlegelmilch,Engineer,1999-10-29,9999-01-01
446531,Yucai,Ushiama,Senior Engineer,2001-09-27,9999-01-01
446548,Seongbin,Thummel,Senior Staff,1998-08-03,9999-01-01
446594,Werner,Iwayama,Senior Staff,1998-10-15,9999-01-01
446640,Stevo,Crooks,Senior Staff,1995-12-28,9999-01-01
446656,Reuven,Harllee,Senior Engineer,1991-12-06,9999-01-01
446663,Elliott,Simmen,Senior Engineer,1998-05-12,9999-01-01
446735,Taizo,Tiemann,Senior Staff,1991-03-20,9999-01-01
446744,Vishv,Rahier,Senior Engineer,1997-08-20,9999-01-01
446758,Chaitali,Peha,Senior Staff,1985-03-25,9999-01-01
446759,Gadiel,Lichtner,Technique Leader,1992-10-10,9999-01-01
446775,Maja,Tramer,Senior Staff,1995-03-02,9999-01-01
446801,Yolla,Kropp,Senior Engineer,1998-07-28,9999-01-01
446815,Zhonghui,Badr,Senior Staff,1985-09-24,9999-01-01
446822,Patricio,Riefers,Engineer,1996-09-16,9999-01-01
446871,Munenori,Brobst,Senior Engineer,1998-09-27,9999-01-01
446873,Lene,Perko,Senior Staff,1996-10-24,9999-01-01
446888,Ishfaq,Iisaku,Senior Staff,1994-05-08,9999-01-01
446898,Lalit,DuBourdieux,Senior Engineer,1999-03-14,9999-01-01
446983,Oguz,Argence,Senior Staff,1995-10-19,9999-01-01
447008,Zsolt,Cooman,Senior Staff,2002-04-27,9999-01-01
447033,Phuoc,Hockney,Engineer,1999-10-28,9999-01-01
447052,Mokhtar,Moffat,Engineer,1998-05-25,9999-01-01
447089,Kazuhira,Conry,Staff,1999-07-09,9999-01-01
447110,Lena,Chaudhuri,Engineer,1998-02-20,9999-01-01
447124,Arunas,Gurbaxani,Staff,1998-08-15,9999-01-01
447149,Teiji,Eppinger,Senior Staff,2001-08-31,9999-01-01
447161,Vincent,Kobuchi,Senior Engineer,1997-01-05,9999-01-01
447164,Ulises,Deverell,Senior Engineer,1990-06-04,9999-01-01
447177,Dharmaraja,Kaiser,Engineer,1998-08-08,9999-01-01
447195,Jaques,Ruemmler,Senior Staff,1991-07-30,9999-01-01
447215,Danae,Mullainathan,Senior Engineer,1985-12-04,9999-01-01
447220,Inderjeet,Malinowski,Senior Engineer,1991-12-05,9999-01-01
447271,Akeel,Potthoff,Senior Engineer,1997-12-03,9999-01-01
447274,Hongzhu,Journel,Senior Staff,1985-07-06,9999-01-01
447294,Florian,Kitsuregawa,Senior Engineer,1993-01-23,9999-01-01
447307,Barton,Butterworth,Engineer,1995-12-03,9999-01-01
447335,Aron,Gini,Senior Engineer,2001-02-11,9999-01-01
447349,Yinghua,Speel,Engineer,1996-02-29,9999-01-01
447440,Lillian,Luce,Engineer,1997-04-27,9999-01-01
447448,Ioana,Reinhart,Senior Staff,2000-07-26,9999-01-01
447449,Jordanka,Klyachko,Staff,1997-03-16,9999-01-01
447493,Carrsten,Schahn,Senior Engineer,1990-04-19,9999-01-01
447502,Jeane,Serra,Staff,1997-05-02,9999-01-01
447584,Jouni,VanScheik,Senior Engineer,1998-03-28,9999-01-01
447616,Lidong,Stafford,Senior Engineer,2002-05-01,9999-01-01
447630,Mart,McDermid,Senior Staff,1999-03-15,9999-01-01
447635,Kitty,Ranft,Senior Staff,1992-12-06,9999-01-01
447655,Lorien,Bergere,Senior Engineer,2000-03-11,9999-01-01
447656,Seongbae,Rissland,Senior Engineer,1986-05-19,9999-01-01
447675,Hitofumi,Brobst,Engineer,1998-01-23,9999-01-01
447692,Yoshimitsu,Hellwagner,Engineer,2000-11-28,9999-01-01
447697,Masako,Schahn,Assistant Engineer,1996-08-11,9999-01-01
447715,Martijn,Baezner,Engineer,1998-10-20,9999-01-01
447716,Subir,Lovengreen,Staff,1998-01-08,9999-01-01
447728,Aleksandar,Smailagic,Engineer,1993-08-16,9999-01-01
447765,Arie,Chachaty,Senior Staff,1995-11-23,9999-01-01
447795,Kousuke,Sidou,Staff,1996-07-20,9999-01-01
447801,Matt,dAstous,Senior Engineer,1997-10-24,9999-01-01
447825,Remmert,Schueller,Senior Staff,1991-10-25,9999-01-01
447828,Jaroslava,Birrer,Senior Engineer,1998-11-29,9999-01-01
447835,Yongmin,Lubachevsky,Engineer,1997-01-30,9999-01-01
447849,Izaskun,Wissmann,Senior Staff,1987-05-20,9999-01-01
447850,Duke,Decleir,Senior Engineer,1996-01-20,9999-01-01
447859,Zhenbing,Cincotta,Staff,1997-04-15,9999-01-01
447868,Shaw,Reeker,Senior Staff,1999-10-17,9999-01-01
447886,Marsal,Conta,Senior Staff,2001-07-02,9999-01-01
447906,Atilio,Schaft,Senior Engineer,1998-11-02,9999-01-01
447928,Jianhao,Spell,Staff,1997-05-19,9999-01-01
447948,Juichirou,Gornas,Senior Staff,1998-07-21,9999-01-01
447954,Taegyun,Manderick,Engineer,1999-08-31,9999-01-01
447964,Szabolcs,Tchuente,Senior Engineer,1999-02-19,9999-01-01
448017,Jiang,Attimonelli,Senior Staff,1989-07-29,9999-01-01
448030,Kagan,Serna,Senior Staff,1988-05-14,9999-01-01
448031,Morris,Kilgour,Senior Staff,1999-02-11,9999-01-01
448050,Filipe,Stifter,Senior Engineer,1990-06-22,9999-01-01
448081,Lalit,Pehl,Engineer,1998-04-20,9999-01-01
448089,Xiong,Kalloufi,Technique Leader,1985-06-03,9999-01-01
448154,Nahid,Ramsay,Senior Engineer,1993-10-28,9999-01-01
448166,Bangqing,Schneeberger,Senior Staff,1985-06-28,9999-01-01
448193,Zhenhua,Casley,Engineer,1995-02-04,9999-01-01
448205,Gino,Coorg,Staff,1997-11-23,9999-01-01
448208,Ult,Picco,Engineer,1998-05-03,9999-01-01
448210,Marc,Hoppenstand,Senior Engineer,1994-01-09,9999-01-01
448213,Leucio,Luks,Senior Engineer,2001-04-19,9999-01-01
448234,Nathalie,Gonthier,Senior Staff,1999-08-16,9999-01-01
448255,Herbert,Szilard,Senior Staff,2002-01-04,9999-01-01
448257,Sanjeeva,Mahmud,Senior Engineer,1997-05-27,9999-01-01
448287,Neven,Wynblatt,Senior Staff,1995-05-10,9999-01-01
448288,Berry,Kalefeld,Senior Staff,1995-11-10,9999-01-01
448299,Herbert,Baumann,Engineer,2001-07-15,9999-01-01
448305,Temple,Vernadat,Senior Engineer,1998-08-22,9999-01-01
448307,Sibyl,Walstra,Staff,1996-03-29,9999-01-01
448342,Martina,Bolsens,Engineer,1998-03-03,9999-01-01
448349,Sangeeta,Murthy,Senior Engineer,1994-07-11,9999-01-01
448382,Oddvar,Heystek,Senior Staff,1999-07-04,9999-01-01
448392,Sampalli,Claffy,Senior Staff,1996-09-28,9999-01-01
448394,Parke,Atchley,Senior Staff,1992-05-20,9999-01-01
448401,Franziska,Kolinko,Staff,1996-01-05,9999-01-01
448414,Boutros,Bressoud,Engineer,1999-04-10,9999-01-01
448428,Shahab,Huttel,Senior Staff,1998-05-01,9999-01-01
448431,Denny,Krohm,Senior Staff,1996-09-19,9999-01-01
448433,IEEE,Zastre,Senior Engineer,1991-03-01,9999-01-01
448438,Bangqing,Anguita,Senior Engineer,1993-07-11,9999-01-01
448440,Idoia,Bala,Senior Staff,1999-01-19,9999-01-01
448442,Bedrich,Lally,Senior Staff,1989-12-26,9999-01-01
448458,Guozhong,Millington,Technique Leader,1999-07-22,9999-01-01
448465,Yucel,Angot,Senior Engineer,1999-08-23,9999-01-01
448487,Alenka,Biran,Senior Staff,1998-11-02,9999-01-01
448492,Shaz,Paciorek,Staff,1996-05-31,9999-01-01
448514,Heather,Schaaf,Senior Engineer,1999-03-21,9999-01-01
448556,Morrie,Ushiama,Engineer,1999-02-09,9999-01-01
448564,Zorica,Alvarado,Engineer,1999-04-23,9999-01-01
448572,Shigeu,Szilard,Senior Engineer,1990-05-17,9999-01-01
448577,Petter,Samarati,Engineer,1998-02-11,9999-01-01
448606,Khoa,Zastre,Senior Staff,1986-02-22,9999-01-01
448608,Marjo,Dahlbom,Senior Engineer,2001-10-31,9999-01-01
448623,Tetsurou,Taubman,Engineer,1997-01-19,9999-01-01
448628,Khedija,Kolinko,Senior Engineer,1997-10-22,9999-01-01
448632,Chikako,Hiroyama,Senior Engineer,1998-07-26,9999-01-01
448639,Pintsang,Zobel,Technique Leader,1986-12-10,9999-01-01
448647,Rosalie,dAstous,Senior Engineer,1997-11-25,9999-01-01
448649,Palash,Merks,Staff,1997-05-30,9999-01-01
448661,Hideo,Muntz,Senior Staff,1990-10-11,9999-01-01
448664,Mori,Khamsi,Technique Leader,1988-04-26,9999-01-01
448687,Amstein,Bernardeschi,Senior Engineer,2001-09-26,9999-01-01
448732,Saeed,Uludag,Senior Staff,2000-12-16,9999-01-01
448757,Jiafu,Beutelspacher,Senior Staff,1989-06-29,9999-01-01
448763,Jeanna,Jiang,Senior Staff,2001-01-07,9999-01-01
448779,Alair,Gelosh,Senior Engineer,1990-05-14,9999-01-01
448792,Srinidhi,Lamba,Engineer,1998-10-01,9999-01-01
448810,Tomofumi,Kropp,Senior Staff,1988-11-20,9999-01-01
448813,Khosrow,Mullainathan,Senior Staff,1999-11-16,9999-01-01
448835,Chikako,Benzmuller,Engineer,1995-03-01,9999-01-01
448851,Jiakeng,Leppanen,Engineer,1996-01-15,9999-01-01
448875,Mokhtar,Bade,Senior Engineer,1998-06-03,9999-01-01
448877,Poornachandra,Pehl,Staff,1994-09-08,9999-01-01
448894,Rildo,Kugler,Technique Leader,1988-11-29,9999-01-01
448935,Tzvetan,Velasco,Engineer,1997-11-28,9999-01-01
448940,Yahiko,Matzov,Senior Engineer,1998-02-01,9999-01-01
448967,Nidapan,Lindenbaum,Senior Staff,1994-08-24,9999-01-01
448975,Ult,Shiratori,Engineer,2000-01-22,9999-01-01
448984,Basil,Schwaller,Staff,1994-03-21,9999-01-01
449004,Filipe,Szmurlo,Engineer,1997-06-26,9999-01-01
449044,Shahid,Terwilliger,Senior Staff,2000-10-20,9999-01-01
449076,Toshimi,Shanbhogue,Engineer,1996-04-03,9999-01-01
449082,Barry,Merey,Senior Engineer,1995-09-05,9999-01-01
449083,Toshimi,Farrel,Senior Staff,1996-06-10,9999-01-01
449104,Udi,Matzen,Senior Staff,2001-03-14,9999-01-01
449108,Chiradeep,Baby,Senior Staff,1998-11-24,9999-01-01
449116,Rosli,Ranft,Senior Engineer,1993-07-27,9999-01-01
449131,Duangkaew,Cappello,Staff,1999-04-06,9999-01-01
449170,Serenella,Mellouli,Staff,1997-11-13,9999-01-01
449186,Sachar,Loncour,Senior Staff,1998-04-25,9999-01-01
449235,Jaewoo,Rodite,Senior Staff,1995-12-17,9999-01-01
449242,Basant,Chinen,Senior Staff,1985-02-28,9999-01-01
449262,Woody,Slobodova,Senior Engineer,1985-04-27,9999-01-01
449263,Aemilian,Leaver,Senior Staff,1993-06-11,9999-01-01
449298,Brendon,Vural,Senior Engineer,1998-07-09,9999-01-01
449329,Danai,Cunliffe,Senior Staff,1998-02-26,9999-01-01
449351,Krister,Gadepally,Senior Engineer,1999-01-30,9999-01-01
449361,Wayne,Hutter,Staff,1999-01-24,9999-01-01
449363,Marco,Schahn,Senior Engineer,1986-01-28,9999-01-01
449384,Adhemar,Vieri,Senior Engineer,1995-06-25,9999-01-01
449445,Tonny,Legleitner,Technique Leader,1997-04-13,9999-01-01
449459,Pohua,Bakhtari,Engineer,1999-05-10,9999-01-01
449460,Berry,Bennis,Senior Staff,2001-09-26,9999-01-01
449463,Yefim,Andreotta,Engineer,1998-06-05,9999-01-01
449469,Deniz,Crooks,Senior Staff,1996-12-21,9999-01-01
449478,Nikolaus,Hutton,Senior Engineer,2000-09-13,9999-01-01
449480,Faiza,Heusch,Senior Engineer,1999-12-03,9999-01-01
449491,Chinho,Farrel,Senior Staff,1987-07-18,9999-01-01
449494,Demin,Lammel,Staff,1996-11-22,9999-01-01
449507,Teruyuki,Back,Senior Staff,2000-09-25,9999-01-01
449508,Pranay,Pargaonkar,Senior Engineer,1998-09-14,9999-01-01
449518,Berni,Krupka,Senior Staff,1997-02-14,9999-01-01
449520,Navid,Mansanne,Senior Staff,2002-05-26,9999-01-01
449526,Sham,Pargaonkar,Senior Engineer,1996-09-03,9999-01-01
449538,Nevio,Swab,Senior Engineer,1992-06-16,9999-01-01
449552,Sampalli,Milicia,Senior Staff,1995-10-01,9999-01-01
449555,Jiafu,Ranai,Engineer,1996-03-03,9999-01-01
449596,Shigeu,Ernst,Senior Staff,1988-10-15,9999-01-01
449599,Aloke,Baig,Senior Staff,1986-09-04,9999-01-01
449621,Ashish,Noriega,Senior Staff,2001-02-11,9999-01-01
449644,Nishit,Schade,Senior Engineer,1998-08-28,9999-01-01
449657,Cathie,Serre,Senior Staff,1995-05-16,9999-01-01
449684,Yinghua,Pleszkun,Senior Staff,1992-10-23,9999-01-01
449693,Teruyuki,Angiulli,Senior Engineer,1993-03-10,9999-01-01
449715,Zhonghua,Rouquie,Senior Engineer,2000-09-24,9999-01-01
449774,Guttorm,Bahi,Senior Staff,1998-12-20,9999-01-01
449805,Wilmer,Peron,Senior Engineer,1999-01-04,9999-01-01
449848,Goo,Chimia,Engineer,1998-10-02,9999-01-01
449869,Bedir,Peroz,Senior Engineer,2001-06-15,9999-01-01
449887,Elzbieta,Lorcy,Senior Engineer,1994-05-15,9999-01-01
449897,Navid,Dichev,Senior Staff,1995-12-02,9999-01-01
449900,Katsuyuki,Gunderson,Engineer,1998-04-29,9999-01-01
449921,Oksana,Schieder,Staff,1996-04-07,9999-01-01
449947,Wilmer,Guting,Senior Staff,1989-06-02,9999-01-01
449950,Shen,Rissland,Engineer,1995-04-16,9999-01-01
449951,Ioana,Zobel,Senior Staff,2001-09-20,9999-01-01
449961,Diederik,Swist,Senior Engineer,1993-07-27,9999-01-01
449971,Avishai,Barvinok,Engineer,1999-03-26,9999-01-01
449979,Mayuko,Trumbly,Senior Staff,1995-08-28,9999-01-01
449991,Yakkov,Delgrande,Senior Engineer,2001-11-18,9999-01-01
450032,Oguz,Weedon,Senior Engineer,1996-04-05,9999-01-01
450038,Godehard,Gecsei,Senior Staff,1992-05-24,9999-01-01
450045,Zeljko,Koshino,Senior Staff,1997-06-15,9999-01-01
450061,Deniz,Ferriere,Senior Staff,2000-04-15,9999-01-01
450086,Stamatina,Baer,Staff,1997-02-17,9999-01-01
450095,Kolar,Cheshire,Senior Staff,1991-10-12,9999-01-01
450102,Udaiprakash,Boyle,Senior Engineer,1995-07-11,9999-01-01
450125,Zongyan,Kossowski,Senior Staff,1994-05-16,9999-01-01
450147,Yongdong,Farris,Senior Staff,1994-05-08,9999-01-01
450170,Taiji,Constantine,Engineer,1999-06-24,9999-01-01
450183,Yishai,Baja,Staff,1997-01-25,9999-01-01
450192,Sachem,Ghalwash,Senior Staff,1995-07-02,9999-01-01
450216,Ziya,Herath,Senior Engineer,1993-07-20,9999-01-01
450243,Mayumi,Undy,Assistant Engineer,1997-09-07,9999-01-01
450264,Aloke,Socorro,Technique Leader,1995-01-10,9999-01-01
450287,Christophe,Kinley,Senior Staff,1992-11-11,9999-01-01
450354,Yagil,Cesareni,Senior Staff,1994-07-11,9999-01-01
450405,Radoslaw,Grospietsch,Senior Engineer,1996-09-06,9999-01-01
450422,Tayeb,Ebeling,Senior Engineer,1995-05-09,9999-01-01
450449,Saddek,Pagter,Senior Staff,1996-10-17,9999-01-01
450457,Fun,Ranka,Senior Staff,1991-11-04,9999-01-01
450495,Isaac,Boguraev,Assistant Engineer,1996-10-16,9999-01-01
450496,Shuji,Rosti,Senior Engineer,1994-10-24,9999-01-01
450498,Reinhard,Ciolek,Engineer,1996-10-24,9999-01-01
450529,Weiru,Marchegay,Senior Engineer,2001-04-13,9999-01-01
450538,Arch,Kakkar,Senior Engineer,1999-04-30,9999-01-01
450542,Hein,Encarnacion,Engineer,1996-11-25,9999-01-01
450556,Douadi,Zolotykh,Engineer,1995-11-10,9999-01-01
450559,Nobuyoshi,Iacovou,Senior Engineer,2002-01-08,9999-01-01
450564,Ramalingam,Sluis,Engineer,1998-07-20,9999-01-01
450573,Jolita,Nyrup,Senior Staff,1997-04-02,9999-01-01
450609,Christophe,Luca,Senior Staff,1996-12-24,9999-01-01
450619,Sampalli,Ponthieu,Engineer,1998-09-03,9999-01-01
450623,Mostafa,Schiper,Senior Staff,1995-10-24,9999-01-01
450625,Conrado,Calkin,Senior Engineer,1995-07-09,9999-01-01
450645,Niteen,Tsukuda,Senior Staff,1996-07-18,9999-01-01
450670,Udo,Haumacher,Engineer,1996-10-29,9999-01-01
450687,Tristan,Famili,Senior Engineer,1996-04-24,9999-01-01
450700,Arunas,Ballarin,Senior Engineer,1998-03-08,9999-01-01
450717,Uli,Erva,Senior Engineer,1999-10-12,9999-01-01
450723,Iara,Tzvieli,Senior Engineer,1990-10-10,9999-01-01
450735,Chaitali,Naumovich,Staff,1998-10-22,9999-01-01
450736,Masali,Heemskerk,Technique Leader,1998-04-12,9999-01-01
450764,Jianhui,Ranum,Engineer,1995-05-12,9999-01-01
450798,Margareta,Lorys,Engineer,1993-11-06,9999-01-01
450812,Feiyu,Gerteisen,Senior Engineer,1994-07-04,9999-01-01
450860,Angus,Billingsley,Senior Staff,1999-10-26,9999-01-01
450908,Serenella,Sullins,Senior Engineer,1995-04-25,9999-01-01
450910,Niranjan,Bodoff,Senior Staff,1989-02-06,9999-01-01
450927,Bernice,Hempstead,Senior Engineer,1996-10-28,9999-01-01
450959,Premsyl,Kusalik,Engineer,1995-04-02,9999-01-01
450966,Cathie,Hambrick,Senior Engineer,1998-10-31,9999-01-01
451001,Kitty,Bottner,Senior Staff,1993-02-04,9999-01-01
451006,Manibrata,Kawashimo,Senior Engineer,2002-05-25,9999-01-01
451020,Abdelwaheb,Masada,Senior Staff,1997-11-25,9999-01-01
451038,Genki,Lorie,Staff,1997-01-09,9999-01-01
451039,Idoia,Mawatari,Staff,1999-05-25,9999-01-01
451063,Sibyl,Irland,Engineer,1997-06-08,9999-01-01
451073,Sedat,Couchot,Senior Staff,1996-07-23,9999-01-01
451085,Kamran,Plesums,Engineer,1999-11-12,9999-01-01
451098,Pragnesh,Fujisaki,Assistant Engineer,1997-08-28,9999-01-01
451121,Nidapan,Stentiford,Senior Engineer,1997-03-11,9999-01-01
451145,Etsuo,Michaels,Senior Engineer,1996-01-23,9999-01-01
451155,Kolar,Anguita,Senior Engineer,1988-04-21,9999-01-01
451173,Aloke,Lorie,Staff,1997-11-26,9999-01-01
451180,JiYoung,Suppi,Senior Staff,1994-02-15,9999-01-01
451199,Masanao,Fraisse,Senior Staff,1993-01-13,9999-01-01
451217,Changho,Nergos,Senior Staff,1999-04-09,9999-01-01
451228,Zhanqiu,Ghemri,Senior Staff,1994-02-25,9999-01-01
451251,Anneli,Itschner,Senior Staff,1995-11-16,9999-01-01
451270,Harngdar,Uludag,Senior Engineer,1993-05-21,9999-01-01
451328,Elgin,Stranks,Senior Engineer,2000-08-24,9999-01-01
451331,Janche,Whitcomb,Engineer,1997-08-25,9999-01-01
451348,Mayuko,Vanwelkenhuysen,Senior Staff,1995-01-18,9999-01-01
451352,Arvin,Brattka,Engineer,1995-05-29,9999-01-01
451392,Sachar,Sadowski,Senior Staff,1997-02-22,9999-01-01
451403,Kristen,Heuser,Senior Engineer,1997-03-15,9999-01-01
451442,Martine,Copas,Senior Staff,1993-01-04,9999-01-01
451488,Kshitij,Shackel,Senior Engineer,1996-09-19,9999-01-01
451495,Kristin,Schrift,Staff,1999-07-21,9999-01-01
451518,Venkatesan,Unni,Senior Staff,2000-02-29,9999-01-01
451555,Urs,Azumi,Senior Staff,2000-01-02,9999-01-01
451584,Geoffrey,Shackel,Senior Engineer,1996-12-05,9999-01-01
451626,Tommaso,Bazzichi,Senior Engineer,1991-06-18,9999-01-01
451639,Arun,Litvinov,Senior Engineer,1998-11-05,9999-01-01
451641,Elzbieta,Ullian,Senior Staff,1997-09-18,9999-01-01
451659,Luigi,Stiles,Technique Leader,1992-07-07,9999-01-01
451676,Kazuhisa,Camurati,Senior Engineer,2001-07-30,9999-01-01
451701,Marsal,Hardjono,Engineer,1994-08-21,9999-01-01
451710,Martina,Gaughan,Staff,1995-10-05,9999-01-01
451717,Shounak,Strehl,Senior Engineer,1999-07-02,9999-01-01
451722,Honesty,Gruenwald,Senior Engineer,2001-08-23,9999-01-01
451768,Jianhao,Pettey,Senior Staff,1994-06-28,9999-01-01
451771,Sarita,Prochazka,Senior Engineer,1999-05-31,9999-01-01
451809,Stella,Glowinski,Senior Engineer,1986-03-11,9999-01-01
451851,Jiafu,Fabrizio,Senior Engineer,2001-05-16,9999-01-01
451896,Nevio,Pauthner,Senior Staff,2000-09-13,9999-01-01
451908,Xinglin,Polajnar,Senior Staff,1992-01-14,9999-01-01
451922,Chinho,Spinelli,Senior Staff,2001-06-08,9999-01-01
451933,Jungsoon,Papadias,Technique Leader,1996-12-11,9999-01-01
451958,Tomofumi,Hofmeyr,Staff,1999-05-01,9999-01-01
451969,Alejandro,Puppo,Senior Engineer,1996-08-07,9999-01-01
451970,Jeanna,Chandrasekhar,Senior Staff,1989-03-12,9999-01-01
451992,Yuriy,Hagimont,Engineer,1998-11-17,9999-01-01
451993,Hiroyasu,Hiroyama,Senior Engineer,1989-08-31,9999-01-01
452001,Akeno,Malabarba,Senior Staff,1999-12-26,9999-01-01
452029,Genki,Narwekar,Senior Staff,1986-03-02,9999-01-01
452035,Idoia,Ghelli,Senior Engineer,1987-06-29,9999-01-01
452058,Hugh,Gaughan,Senior Staff,1995-07-09,9999-01-01
